comment,sentiment
hasbahcede fena kalabalık,neutral
abi blurry den başka burda i̇stanbullu olan var mı ruh haliniz nasıl yani çok iyi olmasını beklemiyorum en azından kafanız felan dağılması için yardımcı olmak isterim,neutral
como cada dia hoy tambien aqui a seguir aportando para este increible trabajo de mis hermosos chicos callejeros y mi gente a por los 58m fuerzas!!✌️♡,neutral
"everyday supernatural ~
let's go stay for 58m!!!",neutral
421k,neutral
stray kids are nominated for favorite k-pop artist at the amas. voting will start in 12 minutes,positive
i love this song!!!,positive
"amas ノミネートおめでとう！！
投票頑張りましょう",neutral
aga,neutral
ay iyi misiniz,neutral
this song is fire !!!!!!!!!!,neutral
korkunctu,neutral
"いつ来てもかっこ良いです〰️♡
仕事が早く終わったから
ほかのmvにも行けそう♡",neutral
stop i'm loving this so much 4 months but it's still on my mind. totally a banger! :d,positive
"stay's best topics 2025❤️‍🔥❤️‍🔥❤️‍🔥
→ walkin on water → strategy → lose my breath → one spark → chk chk boom → i got you →
this is a trend for stay with twice!",positive
413k,neutral
"bno losiu la hpra salubre nos llama, q tengas bnas noches con sueñoscaguais dpnde los tonotos van de tur a todos los estados ,ejiquenses claroqsi, q tengad un buen miércoles estudiopso😊 nos vemos mañana realmente tqm 💖💤💌",neutral
"bno luca hasta aqui me soportaste el dia de hoy, agradecida contigo por la paciencia 😊 te quiero mucho 💞 espero que duermas mucho y descanses yyy tengas sueños menos ¿? raros q es eso de ir a hospital no autoriso, mejor sueña q el siguiente cb es tematica reiv 😊 gracias por tanto, nos vemos mañana bien salubres y frescos como siempre obvio 💌⭐😽",neutral
la vda la gastronomía de cualquier provincia esta mejor q la de cdmx,neutral
lade slash cuamdo es,neutral
q sigue?ese smtown tenia que ocurrir como maximo en el 2018 y si jalaba orita no hay forma,neutral
amigp no se pq en cdmx me saban tantas ganas de haver pipi y a la hora nomas saliam de q 5 gotas xd,neutral
en lugar de hacer mas grande el escenario o nose bajar los precios,neutral
"en esta vuelta,e amdo yenfo",neutral
tmbn vi q para el smtown redujeron el espacio q risa,neutral
se me pegó el yt,neutral
pues vamos a wow 3racha el otro dia escuché un comercial con la de dordie de fondo y me preguntaba si el jovenaso usó sample o le compraron,neutral
avisa q sigr a q hora te levntaste,neutral
on track q sige no juisye vos la q incio a las 12 uñas,neutral
no tenés sueño?,neutral
elije creo que iniciaste a ls 12,neutral
a esta hora ypcreo q ya te andaba cortando rl pelo xd,neutral
"stray kids, i admire you so much, you're the best. i'll never regret having met you. i love you.🥺🌹🫂",positive
gracias straikis mexico,neutral
"buenas noches picseles😊, les deseo una noche llena de descanso bna temperatura y lindos sueños sin nada extremista catastrofico o triste , los tqm 🩷 gracias por el strim de hoy, nos vemos mañana diafruten su strim besos 😽🫂💖",neutral
apena llegue 1min,neutral
vamos a venom ayer me compré un pan para usar mañana y esta duro asfox 😮‍💨,neutral
mw duele la cabeza,neutral
sigue lavando?,neutral
vamos a ultra queria hacer puré pero no hay mantequilla,neutral
en la próxima me paso a retirar,neutral
es q estaba lavanro,neutral
apoco no vinieron wno vamos a work,neutral
garamararam,neutral
y justo me despertw pq me dio un calambre en la pata lmao,positive
vamosa a. thanxx hospital psiquiátrico,neutral
es q recuerdo mui borroso pero iba inconsciente asi q nose,neutral
muy extremista,neutral
fire,neutral
pero que significa encore? não se,neutral
vamos a victorysong y lucas?yo creo q este mes proximo salgo del deudon de suki concierto y continuamos ahorrando para el crucero x el atlántico,neutral
que dia vuelven tus apas?,neutral
casa de muñecas,neutral
ta dificil,neutral
ojalá pudiera comprar mi jaus,neutral
truman saboan q wn fb la gwnte compra y vende del papel que tiraron en el concierto 💀,neutral
nao amigo seguramente se me cayó en el transcurso 😞,neutral
voy a tener q empezar a decir lol o q hago pq me borra mis risas,positive
q risa,neutral
pero q paso,neutral
vamos a freeze si me autorizan publicarlo lo tuiteo😊mute?,neutral
ya mejor dropeame bro,neutral
mui bno yt premium,neutral
la verdad q yo creo que fue mi culpa,neutral
la neta si extrañaba yt muisic,neutral
bno q tenes q estudiar,neutral
yendo si voy a medio mv opd hola,neutral
queres strimear? al raton me lo como,neutral
no quiero estudiar 😔,neutral
ola😊habia olvidado el mazapan q me compraron,neutral
se rompió el aire y hace calor,neutral
o han ta um pecado de lindo no 1:25,neutral
353k,neutral
tungrtungg,neutral
ok stays let's make it 100 millions views next month!,positive
"1.küçük hedeflerle başla: “bugün sadece şu 10 sayfayı anlayarak okuyacağım” gibi küçük hedefler belirle. büyük hedefler bazen göz korkutuyor.
2.pomodoro yöntemi: 25 dakika ders, 5 dakika mola. bu odaklanmayı artırabiliyor. zamanı yönetmek işin yarısı.
3.dikkat dağıtıcıları kaldır: telefonu uzaklaştır, sessiz bir ortam bul ya da müzikle daha iyi çalışıyorsan lo-fi gibi odak müzikleri dene.
4.anlamadığın şeyi tekrar et: anlamadığın konuyu farklı bir kaynaktan izlemeyi/okumayı dene. bazen bir konuyu başka bir şekilde anlatan biri bir anda kafanda ışığı yakabilir.
5.kendine yüklenme: herkesin verimsiz günleri olur. o günleri suçlulukla değil, esneklikle karşıla. dinlenmek de verimliliğin bir parçası.",neutral
100 m yapsak yaa,neutral
anlamıyorum ki ağlivsm şimdi,neutral
herhalde kimse kalmadı,neutral
yoruldum,neutral
i’m losing it lately,negative
sana bir haftalık özet geçicem,neutral
hadi iyi geceler paydoslar,neutral
uff,neutral
"eğer istersen cidden öyle bir şey yapacağını biliyorsun dimi, sadece aklında bulunsun diye",neutral
this is a banger,neutral
che bella questa sera huh?,neutral
wanda nara,neutral
bana gereken neymiş biliyor musunuz aloe vera,neutral
babası goldenmış annesi de uzun kulaklı bir şeymiş karma olmuş daha 3 aylık ve bir kizz she's a gurl çok hareketli ama yabancı görünce titriyor yüzümü yalıyor öpülmeye bayılıyor büyüyünce kocaman olacak.. şu an gizem ile kalıyor sınıf arkadaşım bir de gizemin sevgilisi var o da mimar ama bir üst sınıftan o sahiplenmiş sonra biz teyzeleri olarak ele geçirdik adını ben koydum artık evladım sayılır her hafta sonu yürüyüşe gideceğiz,neutral
oha iyiyi,neutral
meri̇ç archi'yi gördün mü adını ben koydum,neutral
yapay zeka,neutral
her çalışmak istemediğimde kendime başka yapacak neyin var ve de çalışmayınca önüne başkası geçiyor ve kendime aptl muamelesi yaparak ders başına oturtuyorum mükemmel çözüm,neutral
dun gece uyuyakaldiğim icin kayranin mesajina bakamayinca paparadan istek gondermis @mk😭😭,neutral
aciktim,neutral
bir de bugün annem aradı??,neutral
sabah hallederiz sözünün verdiği güven,neutral
só pra falar que eu já passei aqui e eu sou muito lindo 😜😜😜😜,neutral
bu şehirde bulamazsın seven biri,neutral
bu aralar şok şeker yiyorum diye dişlerimin döküldüğünü gördüm rüyamda sabah uyanınca şekeri bırakma kararı alıp yine caydım,neutral
gördüğüm her ilgi çekici binayla elleşmek,neutral
wow siempre estaremos aquí para ti,neutral
aman allahım,neutral
kwon mieum,neutral
yaklaştırsana yavaş yavaş kendini bana,neutral
318k,neutral
neyse bi ara uğrarım hadi bay,neutral
her yerim mor renge bulanmış,neutral
esprı zamanı,neutral
saa,neutral
niye kimse bana mola saatinin değiştiğini söylemedi🙁,neutral
dam üstüne çul seeereerr,neutral
305k,neutral
keske araba olsaydim,neutral
bi̇rden geli̇p fotoğrafimi çeki̇p ni̇ye kaçiyorsun çocuk,neutral
kodumun malı kafama şişe attı,neutral
bir efsaneye göre,neutral
bu seferki kendi eceline gitti kahveme girdi,neutral
sezarım olsa özür dilerdim boşluğuma geldi sinek katili oldum,neutral
the wo’ah,neutral
senin günün nasıl geçtii nasılsınnn,neutral
it 's a beutuful music,neutral
bugün gün çok güzel geçti lan,neutral
277k,neutral
bugün can sıkıntısından yine çok yaratıcı davrandım,neutral
oiiiii!!! 💛🇧🇷,neutral
274k,neutral
"cuties ❤all my biases
bang chan and minho, felix, hyunjin
but i love you all❤❤❤❤",positive
where is the  i.n.,neutral
"attention ⚠️⚠️⚠️⚠️⚠️⚠️ all the skz i have something to say 
so , smthg hppnd to felix , as we know but i saw in a youtube a stay say that someone is trying to harm hyunjin and han as well ( not sure if it's true ) but it should be in agust 24th - 25th 
plz take care well of the idols and also protect them plzz i request you all to protect them 
       spread this message to everyone so jyp can see this and prevent it from happening 
                       ~ army of bts",neutral
"fantasy wishes you a wonderful tuesday dear stays. 
🎶walkin on water x love race 🏁 
stray kids x sf9",positive
"attention to all kpop fans⚠ the person who tried to make felix (straykids) blind is now attempting to make lee know (straykids) blind, using laser pen. blind with sharp darts august 24th-25th. apparently they will also harm hyunjin (straykids). please spread this message on all platforms, if possible, so jyp can see this. requesting all stays and all other fandoms to spread this information by copy and pasting, making videos or some sort of way to spread this information",negative
"bno losu de cmi corasso aqui se sepaean nuestros xaminos x h9y, gravias x 7 horas divertidas tratandow de entender q queria liminko pero la nets no supimos😊 esoerqndo ansiosamentw junio 🙏 que sueñef con q tu tuiy alcqnza 1miyon de vius y te haces famositw como una fb, realmente te quiero muxho gracias x paar tiempo conmifo , besiros y bans nocjer 💖💤🌷🌃💌",neutral
"bno rsta de alcantarilla amante de los fribis ajenos esors de retirarnos depsues de como milochomil horas juntos, una pena q el final fue bn flop pero yauqelin, la menps hay excusa para aplastarnos otras 7 horas a ver la gercera temp😊😊 te quiero mucho 😽💖 agradezco genuinamente que te quedes los fribis pq me aguitaba pensar q se habian quedado en el piso del frio airbnb pero ya que los giens tu puedo descansar sabiento que tienen un hogar cálido y de rialfan😊 te quiero mucho 💞 gracias por tanto perdón por tan poco 💓💓🙂‍↕️ nos vemos mañana",neutral
mañana vienes?,neutral
ah vamos a superbowl ya me entro el sueñoye,neutral
weno en esta me voi,neutral
ladeeee whiplash ojalá nunca nadie conocido lea mis tuits,neutral
q sigue hilo cancelado a la nadaqueverinte q usaba nuesyra cabwza de trípode,neutral
elije crees q si sale jituit o qso 🙉,neutral
lade kyu tempo q sigue ya pero pq tiene 37 vius eso 😭😭😭😭😭,neutral
ay estaba en paiton,neutral
colapsó del impacto de su primera camcelada,neutral
yore estás?,neutral
exponiendo a un hambreado,neutral
"vamos a sogood voy a postiar el hilo, si no te gusta me dices y lo borro 😊",neutral
el cripto si quedó vivo vda?,neutral
scars babas entu mejilla,neutral
una disculpa sincera por hacerlos leer esa cosa,neutral
ay amigo,neutral
"buenas noches 👋, disfruten su strim, me alegra genuinamente que estés aunque sea un poco pisa, medio entendí que hoy vieron algo¿ espero estuviera diver 😸, lindos sueños 💞 la vda que no importa cuanto emenci diga que fue castigo el haberlos conocido, yostoi feliz así resulte ser pasajera como picsel, (disoplan no) igual lo que ya los conocí y sigo conociendo la vda que me hace feliz, nao sé si les pase igual o si soy realmente muy influyente, pero el venir aquí cada noche y saber de ustedes es algo que llena mi corasao, aunque últimamente me vaya temprano, espero seguir viniendo mucho tiempo y seguir viviendo para eso. los tqm picseles hasta mañana 💗
(una disculpa por la mala redacción yase sabe que no se me da) no supe sisi comentarlo pero ya fue",neutral
bno vamos a thesound no seen tiempos pasados me habrian sangrado los ojos de ver q apenas hay 200k de comentarios,neutral
c murio?me sigue doliendo el dedo chiquirin 😔,neutral
non disclosure agreement,neutral
yo si no las concociera de plano no hubiera ido,neutral
"bueno, en la próxima me retiro compañeros",neutral
ultra oye pero era beit ponernos de banner 😳,neutral
sofi que ganaba 150a la semana estaría feliz de que si lo logró 😔,neutral
"la verdad que, si yo no los hubiera conocido posiblemente no hubiera ido al concierto, no pq me hiciera moa sino pq definitivamente no hubiera alcanzado boleto 😊, pero las ganas están desde que conocí a suki me metí a trabajar para  poder pagarlo",neutral
ay frio,neutral
wait on me kai opd hay colab moyo x jarripoter,neutral
le pregunté a mi amiga para ir juntas,neutral
"como decía, mi scul está regalando boletos para jeff satur por la reinscripción y la vda que si quiero 🙈",neutral
dilf 😈,neutral
"vamos a truman ya me lo doxie, leebyunhun 54 años",neutral
ay amigo acabo de ensuciar mis lentes con crema no manches,neutral
amigo como q 9: 48 :'v,neutral
yemfo hola,neutral
estrimeas?7 horas encorvada:p,neutral
i love it.,positive
o chan num cavalo tal qual o cavaleiro dos meus sonhos,neutral
minho te amo vc arrasa meu coração,neutral
han te amo seu lindo,neutral
até tomei uma melatonina pra ver se ajuda,neutral
já tô vendo q n vou dormir hj de ansiedade,neutral
amanhã cmç a trabalhar scrr,neutral
mds eu tô tão carente chega a ser triste vcs não fazem ideia,neutral
sueltenme shorts de como hacer tacos de chicharrón 😔,neutral
apocosi una semana sin escuchar escape,neutral
q calorsin,neutral
doble mit el siguiente año o qso,neutral
estas con datos?,neutral
cuanto tiempo rendiran,neutral
datos,neutral
que puesta está la emeli como si el mit fuera en mayo,neutral
yore jsjsjjs,neutral
de que hablas ericaaaaa si tienes una pfp de un mono chino editado con jesus????,neutral
las tapitas no aguantan el calor de mi rancho,neutral
corazón de cucu,neutral
buenass,neutral
"i love skz this song is really catchy but does anyone else feel a little off abt them singing abt walking on water? like idk it feels a little disrespectful to jesus who is the only one that could bring storms and walk on water. i get that there not saying their better than him, their just singing abt there success but still i feel like they could’ve chosen a different way to represent that. just my personal opinion, i still love skz but lately it just feels like most music artists nowadays can’t stop using biblical representation to show off their success, it just seems a bit weird and sometimes can be disrespectful.",positive
205k,neutral
esta cancion es buenisima dios,neutral
57.190 m,neutral
hello  this song is fantastic!!,positive
barfiks cekebiliyom,neutral
zor cok zor,neutral
evet arkadaslar,neutral
ben neden hala,neutral
beni de gotur daglariniza,neutral
i'll never go to the heaven cause i dont know how,neutral
bence hepimiz dağa çıkalım orada yaşayalım,neutral
gitme kal,neutral
tut elimden gidelim bu şehirde huzur yok,neutral
give me your heart and i’ll give you mine,neutral
bazen mağaraya yerleşip orada yaşayasım geliyor tek bana mı oluyor bu,neutral
i̇yi̇ gecelerr🩵,neutral
üstte kalmasın tetiklnyrm,neutral
looksmaxci cocuklar delidir topluma kazandirmicaz,neutral
hannibal ilk bölümler aşırı cekşciydi,neutral
kotu bi gn,neutral
lethe beni hatırlıyor musun 😞,neutral
i need you hannibal please,neutral
oha iyi burdaymıs,neutral
halbuki iste ömrümü,neutral
ah meri,neutral
kararsız olma,neutral
eskiden boyle mvlere yazardım hep,neutral
bu foto var,neutral
bir bokluk yaptım ve,neutral
haram mısın bana bi bilsem,neutral
i saw stars,neutral
hangi yılda gibi hissediyonuz,neutral
biz semihle beraber birbirimize asigi sksiyoruz sahnesini gerceklestirecrgim az kaldı,neutral
hüü,neutral
bence her cipsin bir yeme durumu var mesela film izlerken başka arklarla sohbet ederken başka falan o anki duruma göre,neutral
lan sunwooya nolmus,neutral
hala bazen anlamsizca aklima dusuyor siritip duruyorum yaptigi ve dedigi her seye ragmen,neutral
odevin var mi dedi olmamasina ragmen var dedim olmadigini soyledigimde kiziyor cunku?! oturmus tam da dibime laptoptan odev diye takiliyorum az once de kitapta islemedigimiz konuyu yapmak zorunda kaldim a,neutral
en kararsız oldugum sey sanırım cips secmek,neutral
dün gece rüyamda gördüm,neutral
"154k
walkin on water ~",neutral
gecen bi arkadasim sey dedi bana cok sacma geliyor bu kontroller falan hatta ailem de yapilmasinin cok sacma oldugunu soyluyor yapanlari hep garipsiyor falan. :0,neutral
karnım ağrıyoor,neutral
resmen ciglik aticam az once annem arkadasimin(kiz) attigi mesaja bakıp gulumsedigim icin neye sırıtıyorsun sen diyip telefon kontrolu yapti. galiba ya ben kendimi oldurucem ya da o beni cok yakin bu iki son da,neutral
insan özler,neutral
i̇yi gecelerr kendinize iyi bakınnn🫂💖,neutral
yarin kardesim de karakola gidio ifade vericekmis,neutral
yasemi̇n,neutral
merhaba arkadaslar bugun tuz ve sampuan ile boraksız tutkalsız slime yapıyorum,neutral
öpmek neden bu kadar normalleşmiş,neutral
"benim slime yapmama izin vermiyorlardı ben de ilkokulda harçlığımı biriktirip bakkaldan alıyordum eve gidene kadar oynuyordum sonra çöpe atıp eve giriyordum 
her şey gizli😛",neutral
bir kwresinde,neutral
bence en iyi slime rengi gri bu arada ya da açık mavi,neutral
arkadaşımın kardeşinin 23 nisan gösterisi varmış diyor ki beni izlemeye gel ama diğer kızlara bakma sadece beni izle,neutral
şu geçen çarpıştığım kızın adı da elaymış,neutral
matematik dersindeyiz soru çözüyoruz falan dersin ortasında ses gelmeye başladı diyorum bu ses nerden geliyor sonra bi baktım kulaklığımı kapatmayı unutmuşum müzik sesiymiş,neutral
yuzbası sadece manıac erada mı vardı,neutral
bugün noldu var yaaa,neutral
dondurma yer miyiz,neutral
yt yorumlarımı siliyor yine,neutral
sandın adam gibi adamdım,neutral
did i cross the line,neutral
skz4thgenleaders,neutral
hoca sınavda gelip dedi ki yanlış yapmışsın,neutral
gıcık kız gıcık gıcık,neutral
seni tanımam,neutral
basim donuyo,neutral
cus,neutral
o gece gördüm onu,neutral
babam görüntülü arıyo ama ben duş öncesi makyajı yapmıştım,neutral
heeell nooo,neutral
did you take my love away from me,positive
tm hepjiziw yeterim,neutral
en iyi cb ortamı neydi sizce,neutral
iconumu ni̇ye bu kadar sevdi̇ni̇z 💓 di̇ğer eşi̇ de nanada bi̇li̇yor musunuz çok tatli di̇mi,neutral
ıgden cıkarkwn (1saatonce) tp atıcam ora gel dedım yenı geldı 💔,neutral
ben biraz bs atıp gelirim hadi bay,neutral
karnim ağridi,neutral
anem dedi ki,neutral
kendimize lüzumsuz bir savaş yarattık,neutral
benim aklıma yeni geldi ve psycho pass izlemeye başladım🙂,neutral
ıyı sen kaybettın,neutral
ne kanade icon iyiabla mi,neutral
sa,neutral
gözleme yer misiniz,neutral
ex bebem naber nasılsın,neutral
alısa,neutral
mattie çok tatliiiiaağ,neutral
smdi,neutral
arkadaşlar kedim gece doğurdu??,neutral
bu arada ceketi bi tane dayı almış birde fotoğraf atmış olm kendimce baya zorbaladım😭,neutral
sanırım sibirya kurdu sahiplenicez🥺🥺🥺,neutral
hayır gulmıcem,neutral
bi tane deri ceket buldum bordo çok güzel,neutral
bugün keşfet aşırı komik nasıl çalışıvam,neutral
yarin olsun diye kudurmustum,neutral
oha neden izin vermiyor ki mezuniyet için,neutral
arkadaşlar son feci bisiklet konserine gidelim miii,neutral
hazal ben sıkıntılı mıyım😞,neutral
58 million?,neutral
i don't understand why this song wasn't supported so much.,positive
"bizim mezuniyet kesin olmuyor bu arada zaten hevesim de kalmadı ben elbiseyi ayakkabıyı aldım gerisi önemli değil cbcbcbbc
ama pikniğe gidecekmişiz video çekersem onu atarım",neutral
i don’t care what they do,neutral
"yansın ay, gunesten guzelsın",neutral
damar reis,neutral
bogazin nasil oldu,neutral
uykum vaaar,neutral
duru resim attim bakarsin,neutral
zey bu arada sen nesin hiç söylemedin bana🥺,neutral
bu kadına bayılıyorum,neutral
nerdesin ta neredesin 🥺,neutral
biliyoe musunuz,neutral
ben bugün okula geç kaldım,neutral
130k,neutral
hazal sakin ol bunu başarabilirsin bizimle kal derin nefes al😨😨,neutral
param yok hem de tipsizim,neutral
aşk sahte çıktı tekrar dolandırıldık,neutral
o değilde bayadır felan yokum naber nasılsın günün nasıl geçti atlet?,neutral
let's get this to 100mil by the one year mark!,neutral
abi ne olacağıma karar vermedim imdat,neutral
i want to be on one of their concerts so bad but i live in europe😅,negative
"straykids has now surpassed 1,000,000,000 (1 billion) streams on spotify in 2025!",neutral
this song is amazing,positive
tem até motoqueiro tudo que eu gosto,neutral
ai que lindos,neutral
you can call me harry potterrrr,neutral
105k,neutral
101k,neutral
anyone 2025,neutral
92k,neutral
hi,neutral
—->>> 58m keep splashing!!,neutral
"⚠️ attention stays ! ⚠️

the person who was trying to make felix ( stray kids )blind is now attempting to make lee know ( stray kids) blind using laser pen. apparently they will also harm hyunjin ( stray kids )....  pleas spread this information on all platforms , if its possible , so jyp can see this
requesting all stays and all other fandoms to spread this information by copying and pasting, making videos  or some sort of way to spread this information  ( im not sure if its true but im woried for stray kids...)",negative
"素敵です♡

テレビでstray kids先輩に会える日が来ますね♪",neutral
"bno mi estimado lucasiu es de mi agrado informar que finalizamos exitosamente un dia mas de estrim😊🎉 diosplan mañana asi continue depsues de vernos 7 eps de el kdrama ese ☝️😸 te quiero mucho 😽💖 gracias por soportarme 🙂‍↕️ si algun dia te harto dime para bajarle 2 rayas a mi esquizo 🙏☺️ te veo mañana, descansa mucho y no te duermas a las 4 con o sin redbull no autoriso que tires la toalla antes de dar a luz a travis oscar nanami, besitos chiquitin, lindos sueños con suki yano más cdmx y sufrimiento x 30 estaciiones 😭",neutral
"bno papu comones de costumbre me despido mas dormidp q despiertib😊 gracias x aceptar strim a horas cuestionables auqnue creo q ha habido peoref, qtengad bna noche y sueñef con q todos vamos a los sandos felizmentw y tomamos fotos aesteric 🙏 te veo mañans para jueho del calamardo, testoy avisanfo, frlis lunds realmente tqm 💌🌃💕",neutral
wow 3racha pero si te puedo encargar soñar que nos dejan pasar al jelokiticafe?😊,neutral
ya tienes sueño?,neutral
bno en esra m voi,neutral
vanos a too bad yo soñr de q ibamos caminando a tomar el metrobus xd,negative
q sige?x donde?,neutral
okala soñaf contigo hoy 🙏,neutral
como a la 1piem puedes?,neutral
me muteo grasia,neutral
likejennie cusndo vemos el juego de calamardo? me la espoileo la señora del viaje y se me antojó,neutral
a toallita húmeda,neutral
tmbn es jevi verle la cara a pekidueki,neutral
q sige lvda q estaba yorando envivo porque me queria bañar,neutral
vamos a bpdy ano faltan 9 dias😊,neutral
tmbn alfin le vi la cara a esa muchacha 🙉,neutral
creo q mansana cumplio este mes y no oe dije feliscum,neutral
la vda ns pq si levanter no tiene nada de relevante,neutral
q la mayoria dice ser hellevator o levanter(?,neutral
q sife m mintio cuandondijo q wra del 04 seve,neutral
vamos aaaaa astronaut lo que si te puedo decir esq dice que tiene 19 😊,neutral
vos tenes sueño?,neutral
lade ice cream d yonyi q sife cusnto le mide la pata a emely?,neutral
elije que sigue?leiste los mensajes de tonotostur?,neutral
te dormite rapidin ayer?,neutral
ah el menos denso😊,neutral
q sihue no veo un futuro donde no estés,neutral
vamos a truman en wl future asi vas a decir cuando te pregunten de goku y vas a decir esq no la topo,neutral
jarripota,neutral
“harry potter” sounded so strange to me lol😂,neutral
yo tamb tqm emenci gracias,neutral
pq me gritaba unu,neutral
"yote, bno manifesté",neutral
"congratulations 57m🎊 
keep going stay!!!",neutral
yengo si awanga hola😊,neutral
okei 3strimeas?hola?,neutral
"buenas noches strimeros 💤, descansen 8horawas ricolin nos vemos mañana, diso plan alcancen strim avr si mañana tamb 🐱 chau",neutral
amigo hoy me atasque jevimente con palomitas,neutral
chale ya son las 10,neutral
cuantos años cumple chokis?,neutral
1vuelta,neutral
los angeles,neutral
si enuna rosa estastu,neutral
ah ya esq la de aca entre nos dixe algo parecido,neutral
hoy me hice una tortilla cuadrada pq circulares no se me dan,neutral
parece que el de emeli tamb xd,neutral
mi tiqtoq quedo en ip mex,neutral
vas a sufrir vas a llorar cuando te acuerdes,neutral
nueve peeme,neutral
amigo desde lqs 8am se jue el agua,neutral
tenia q quedarme ilegal y hacwr una nueva vida,neutral
transmejicano,neutral
wo,neutral
amigo no dejo de soñar con la cdmx 😢,neutral
ustedes sis le saben a hacer publicaciones,neutral
creo q mañana voy a ir a emergencias avr q me dicen,neutral
mui divertido el dump de emeneci,neutral
decidieron revivir el grupo ded xd,neutral
que el próximo concierto sea en cancun para q no le de mal de altura a pisa,neutral
con razón,neutral
me vi en la necesidad de usar ig pq eran muchas fotos y en tw se iba a ver como diario,neutral
hoy no tomé siesta🎉,neutral
fuerzas leona,neutral
"la vda que não se como soportas tanto, muito fuerte",neutral
a qué hora empieza tu recuperación o q 😔,neutral
hoy desperté con una migraña bn jevi,neutral
sobreviviendo gracias al aspersor y el mini ventilador,neutral
aunq bueno igual tu y tus siestas de 30min o menos,neutral
uno cuando esta enfermo sis suele estar cansado y duerme mucho,neutral
mejoraste pisa?,neutral
ay amigo tomé como 3 siestas hoy y sigo con sueño,neutral
la politzia,neutral
q frio,neutral
yasta grande el muchacho 😢,neutral
hoy fue pimpiaños de chokis,neutral
ay papito esto si,neutral
ameeeeiiii,neutral
"57mおめでとう！
60mへファイティン",neutral
bought the hiptape ver and it was the best purchase ever,positive
uyuyalım bari,neutral
"bn de uyuyoeum maalsf yarın deneme var 
iyi geceler 🌹😋😘",neutral
happy57m!!! venga mi fandom a seguir en la lucha a por los 58m asi de bien go go!!!💕🎉,neutral
lanet olasi bugs bunny,neutral
yarin jongin gwli̇ho,neutral
bana 40 yillik gey bi couole lazim 2 cocuklari oldugu kendi evlerine tasindiklari ve mitlu mesut yasadıklarının güvencesini vermeliler,neutral
ben biraz yastığıma sarılıp hayal kurarak uyuyacağım iyi geceler 🎀,neutral
sarjımı versenize ya,neutral
susmayin konusun,neutral
en buyuk hylim taylanda gidip ladyboylarka tanismak,neutral
kulaklıgmn sarjı niye az,neutral
bana da kalkıyor diyor,neutral
yavas,neutral
ela eskiden bana hep bebe diyordu simdi de yrm falan diyo,neutral
"kamola tarafında da nana bottom olanımızda 😏 ve kamolanın nanayla mesajlaşma stili🔥 otobüs durakları, kaçamak bakışlar🔥",neutral
bu dershandekiler niye her gün kafede nulusup ders cslısıyolsr her gün,neutral
ben bu konuya çok taktım okul müdredatından harfleri öğretirken ela yazmayı çıkartabilir miyiz,neutral
iy iy iy vokkotu cokkptu,neutral
arkadaşlar eki̇n hazal di̇ye bi̇r kizla sevgi̇li̇yfi̇ ama bundan ki̇mseni̇n haberi̇ yoktu o eki̇n cadisi safa yatiyordu sonra gi̇di̇p yi̇ne hazalla oldu nanoşuma eli̇ni̇ tutmalar öpmeler ümi̇t vermeler şu an hatirladim,neutral
seye,neutral
i love sesbian lex ya,positive
"balım👎🏼👎🏼 (nananın tanıdığı, isim olan, balımmm olan ela değil)",neutral
bu ard,neutral
peri sanki tuvaletini yaptıgını tum dunyaya duyurmak istiyor?? o kadar sesli olmazsın knk,neutral
denizliliymissin ayriliyoruz,neutral
olduk 😏,neutral
ben de siyah saçlı olucm,neutral
gerçi🤔🤔🤔,neutral
nana ssn seke misin🤔,neutral
ben mikrobangskerimi cok ozledim,neutral
"congrats 57m🎉
keep going stay!!!!",neutral
kanamafuya aşik oldum,neutral
birz,neutral
"sözlerin, gözlerin, ellerin yalnız benim için",neutral
dikkatim dagildi😈,neutral
bi de botnum acıyo,neutral
oe,neutral
arkadasm buraua gelmşs ama benmke bulusmadan geri uniye gitti aerık beni sevmigo aglciam,neutral
boykot demisken markette etinn krakeri bitmis sadc ülkern krakeri kalmıs kac gündür kraker yiyemiyorm vok kptutum ciddn,neutral
hadi couple pp,neutral
sansı yatagıma tasıdım malos gözünü bile acmsdı iste bu ya 🙏🏻🙏🏻,neutral
her seyi,neutral
gece gece ikimiz de farklı kokular sürünce odada oluşan karmaşa,neutral
and i’ll show you what makes you lovely,positive
imdat yanlıslıkla pembe sirkete abone oldum,neutral
"cok
cok acil xengin olmam gerek",neutral
aman tanrımmm ne diyorsun broo relaxxx okk,neutral
kahvelereazmis diye okudum adini imdt,neutral
günün sorusu: kayra meriçe ne fotosu attı,neutral
az once biri beni ozel numaradan aradi ve annem bundan dolayi bana kizdi?!,neutral
i’ll imagine we fell in love,positive
kendimi durduramayıp cok fazla asırı asıro kum döktüm,neutral
me encanto amo la canción,neutral
bu gece bekleyeni sksnler uykum geldiği an uyurum,neutral
11 iyiyi tehdit mi etmis,neutral
bari,neutral
bu ne kahkaha attim ben de boyle chat gpt istiyorum,neutral
midem berbat,neutral
size göstericem birkaç şey,neutral
yapay zekalaeınızla aranız neden kötü benimki her detaya hakim,neutral
"nasıl hissettigmi buldum
senanın dısladıgı pekus gibi 💔💔💔💔cokkotugm",neutral
chat gptye tarif almak için mor lahananın ölçüsünü anlatabilmek için yanına bir el kremi koyup atmışstım boyut karşılaştırsın diye bunu yaptığım için bana ateş atıp yükseldi,neutral
